ArticleTitle,Question,Answer
Jakarta,How is the city's governor chosen?,election
Jakarta,How is the city's governor chosen?,Through election.
Jakarta,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level
Jakarta,Why does Jakarta suffer frequent flooding?,"The fact that the northern part of Jakarta lies on a plain, approximately eight meters above the sea level."
Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes
Jakarta,Is Jakarta a city,yes
Jakarta,Is Jakarta a city,Yes
Jakarta,Is the most important river the Ciliwung River,yes
Jakarta,Is the most important river the Ciliwung River,Yes
Jakarta,Where is Jakarta located,northwest coast of Java
Jakarta,Where is Jakarta located,On the northwest coast of Java
Jakarta,Who created Monas Park,General Herman Willem Deandels
Jakarta,Who created Monas Park,Dutch Governor General Herman Willem Deandels
Jakarta,Do mikrolets travel on the main roads?,no
Jakarta,Do mikrolets travel on the main roads?,No
Jakarta,What contributes to frequent flooding in Jakarta,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level."
Jakarta,What contributes to frequent flooding in Jakarta,"It lies on a plain, approximately eight meters above the sea level"
Jakarta,Did the economy improve in Jakarta in 2007,yes
Jakarta,Did the economy improve in Jakarta in 2007,Yes
Jakarta,"In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?",Java
Jakarta,"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?",James Lancaster
Jakarta,Who began control of migration to the city in order to stem the overcrowding and poverty?,Lieutenant General Ali Sadikin began control of migration to the city in order to stem the overcrowding and poverty.
Jakarta,Did Jayawikarta's soldiers attack the Dutch fortress?,yes
Jakarta,Did Suharto resign as president?,Yes
Jakarta,Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?,Yes
Jakarta,Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?,Yes
Jakarta,Give an example of the many Sukarno era monuments in the city. ,The West Irian Liberation Statue is one of the many Sukarno era monuments in the city. 
Jakarta,"Is Jakarta the country's economic, cultural and political center?",Yes.
James_Monroe,Is James Monrow the fifth president of US?,Yes
James_Monroe,Is James Monrow the fifth president of US?,Yes.
James_Monroe,What is the first word on the page?,James
James_Monroe,What is the first word on the page?,James_Monroe
James_Monroe,What is the first number on the page?,28
James_Monroe,What is the first number on the page?,28
James_Monroe,When did Monroe's presidency expired?,"March 4, 1825"
James_Monroe,When did Monroe's presidency expired?,"March 4, 1825."
James_Monroe,What is Monroe's father's name?,Spence
James_Monroe,What is Monroe's father's name?,Spence Monroe.
James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur
James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur
James_Monroe,"What does ""Era of Good Feelings"" refers to?",Reduced tension
James_Monroe,"What does ""Era of Good Feelings"" refers to?","Monroe allowed his political base to decay, which reduced tensions and led to the naming of his era as the ""Era of Good Feelings""."
James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes
James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes
James_Monroe,What is Monroe Doctrine?,A doctrine declaring U.S. opposition to European interference in the Americas.
James_Monroe,What is Monroe Doctrine?,"In it, Monroe proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States. "
James_Monroe,Was James Monroe President of the United States?,yes
James_Monroe,Was James Monroe President of the United States?,Yes
James_Monroe,Did James Monroe attend the College of William and Mary?,yes
James_Monroe,Did James Monroe attend the College of William and Mary?,Yes
James_Monroe,Did James Monroe fight in the Continental Army?,yes
James_Monroe,Did James Monroe fight in the Continental Army?,Yes
James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia"
James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia"
James_Monroe,Where was James Monroe shot?,"at the Battle of Trenton, in his left shoulder"
James_Monroe,Where was James Monroe shot?,The Battle of Trenton
James_Monroe,Who did James Monroe marry?,Elizabeth Kortright
James_Monroe,Who did James Monroe marry?,Elizabeth Kortright
James_Monroe,What did James Monroe do before being elected governor?,He practiced law in Virginia.
James_Monroe,What did James Monroe do before being elected governor?,He practiced law
James_Monroe,In which years were John Monroe elected as President?,1817-1825
James_Monroe,In which years were John Monroe elected as President?,1817-1825
James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington
James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington
James_Monroe,When was James Monroe appointed to Secretary of War?,1814
James_Monroe,When was James Monroe appointed to Secretary of War?,NULL
James_Monroe,When did James Monroe die?,"July 4, 1831"
James_Monroe,When did James Monroe die?,NULL
James_Monroe,When did James Monroe graduate from William and Mary?,1776
James_Monroe,When did James Monroe graduate from William and Mary?,NULL
James_Monroe,When was James Monroe elected president?,"Monroe was elected president in the election of 1816, and re-elected in 1820."
James_Monroe,When was James Monroe elected president?,NULL
James_Monroe,Which property did James Monroe sell in 1817?,Monroe Hill on the grounds of the University of Virginia.
James_Monroe,Which property did James Monroe sell in 1817?,NULL
James_Monroe,When did James Monroe introduce the Monroe Doctrine?,"December 2, 1823"
James_Monroe,When did James Monroe introduce the Monroe Doctrine?,NULL
James_Monroe,Who did James Monroe live with in New York City?,His daughter Maria Hester Monroe Gouverneur
James_Monroe,Who did James Monroe live with in New York City?,NULL
James_Monroe,What did James Monroe's letters not contain?,No letters survive in which he might have discussed his religious beliefs.
James_Monroe,What did James Monroe's letters not contain?,NULL
James_Monroe,What was the result of the rejection of the Jay Treaty?,"As a result, the two nations moved closer toward the War of 1812. "
James_Monroe,What was the result of the rejection of the Jay Treaty?,NULL
James_Monroe,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,Monroe
James_Monroe,"What dwindled and eventually died out, starting with the Hartford Convention?",The Federalist Party
James_Monroe,Is it true that he practiced law in fredericksburg?,yes
James_Monroe,What did James Monroe make in 1817?,two long tours
James_Monroe,Was Monroe anticlerical?,no
James_Monroe,Was Monroe appointed Minister to France from 1794 to 1796?,yes
James_Monroe,What expired on March?,Monroe's presidency
James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes
James_Monroe,Who dismantled partisan and sectional coalitions ?,many congressmen
James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes
James_Monroe,What happened in 1811?,Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia
James_Monroe,What happened in the election of 1816?,Monroe was elected president
James_Watt,Who died in childbirth in 1772?,Margaret Miller
James_Watt,Who died in 1832?,Margaret Miller.
James_Watt,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?",Yes.
James_Watt,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?",Yes.
James_Watt,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,Yes.
James_Watt,"Four years after opening his shop , Watt began what?","Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it."
James_Watt,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,Yes.
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,The steam engine.
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,steam engine
James_Watt,James Watt was born where?,"Greenock, a seaport on the Firth of Clyde"
James_Watt,What was the name of James Watt's mother?,Agnus Muirhead
James_Watt,What was the name of James Watt's mother?,Agnes Muirhead
James_Watt,How many of James Watt's children did not live to adulthood?,3
James_Watt,How many of James Watt's children did not live to adulthood?,3
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229
James_Watt,In what year did James travel to Lodon to study instrument-making?,1753
James_Watt,For how many years of James Watt's life was his mother alive?,17 years
James_Watt,What is James Watt most famous for?,Steam engine.
James_Watt,Is James Watt French?,"No, he was Scottish."
James_Watt,Is James Watt French?,No
James_Watt,Did James Watt improve an engine?,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution."
James_Watt,Did James Watt improve an engine?,Yes
James_Watt,Is there a statue of Watt in the White House?,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral."
James_Watt,Is there a statue of Watt in the White House?,No
James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie."
James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie."
James_Watt,When did Watt retire?,In 1800.
James_Watt,When did Watt retire?,Watt retired in 1800.
James_Watt,Where is the James Watt Memorial College?,In Greenock.
James_Watt,Where is the James Watt Memorial College?,The James Watt Memorial  is in Greenock.
James_Watt,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.
James_Watt,Why is the watt named after Watt?,The watt is named after James Watt for his contributions to the development of the steam engine.
James_Watt,Where did Watt attend university?,Watt did not attend school regularly.
James_Watt,Where did Watt attend university?,He did not attend a university.
James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures."
James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures."
James_Watt,Was James Watt a member of the Lunar Society?,NULL
James_Watt,Was James Watt a member of the Lunar Society?,NULL
James_Watt,Did James Watt marry his cousin?,NULL
James_Watt,Did James Watt marry his cousin?,NULL
James_Watt,Was Watt married to Agnes Muirhead?,NULL
James_Watt,Was Watt married to Agnes Muirhead?,NULL
James_Watt,How old was James Watt when his mother died?,NULL
James_Watt,How old was James Watt when his mother died?,NULL
James_Watt,In what year did Watt retire?,NULL
James_Watt,In what year did Watt retire?,NULL
James_Watt,Where was Watt buried?,NULL
James_Watt,Where was Watt buried?,NULL
James_Watt,When did Watt set up his workshop at the University of Glasgow?,NULL
James_Watt,When did Watt set up his workshop at the University of Glasgow?,NULL
James_Watt,Why did the Glasgow Guild of Hammermen reject Watt's application to become a mathematical instrument maker?,NULL
James_Watt,Why did the Glasgow Guild of Hammermen reject Watt's application to become a mathematical instrument maker?,NULL
James_Watt,How old was Watt when he died?,NULL
James_Watt,How old was Watt when he died?,NULL
Japanese_language,What was Japanese language`s profession?,NULL
Japanese_language,What is Japanese language`s first name?,NULL
Japanese_language,Is the basic sentence structure topic-comment?,NULL
Japanese_language,Where are the circumstances complicated?,NULL
Japanese_language,Does the   form indicate a perfect tense?,NULL
Japanese_language,Is or a conception that forms the counterpart of dialect?,NULL
Japanese_language,Do most Japanese people employ politeness?,yes
Japanese_language,Is it true that Japanese borrowed a considerable number of words?,yes
Japanese_language,Japanese borrowed a considerable number of what?,NULL
Japanese_language,Is japanese language in the island?,NULL
Japanese_language,Is there a form of the language?,NULL
Japanese_language,Are the several dialects of Kagoshima famous to speakers?,yes
Japanese_language,"I.e ""yamato words "") , which in scholarly contexts is sometimes referred to as ( or rarely , i.e ""yamato words "" -rrb- , which in scholarly contexts is sometimes referred to as -lrb- or rarely , vp ? ?",NULL
Japanese_language,Are japanese personal pronouns generally used only in situations requiring special emphasis as to who is doing what to whom ?,NULL
Japanese_language,": give ""please Japanese language to Mr ?",NULL
Japanese_language,Will a japanese person use vocabulary and inflections of the honorific register to refer to the in-group superior and Japanese language`s or Japanese language`s speech and actions ?,NULL
Japanese_language,"Thus , can polite korean speech sound very presumptuous when translated verbatim into Japanese , as in korean Japanese language is acceptable and normal to say things like ""our Mr ?",NULL
John_Adams,Did John Adams represent the Continental Congress in Europe?,Yes.
John_Adams,Did John Adams represent the Continental Congress in Europe?,yes
John_Adams,Was Adams raised Congregationalist?,Yes.
John_Adams,Was Adams raised Congregationalist?,yes
John_Adams,Was Adams an opponent of the Stamp Act?,Yes.
John_Adams,Was Adams an opponent of the Stamp Act?,yes
John_Adams,When did Adams graduate from college?,1755
John_Adams,When did Adams graduate from college?,1755
John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman."
John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman"
John_Adams,What did Jefferson call John Adams?,"The ""Colossus of Independence""."
John_Adams,What did Jefferson call John Adams?,Colossus of Independence
John_Adams,What was Adams' political party?,The Federalist Party.
John_Adams,What was Adams' political party?,Federalist
John_Adams,Was Adams the first to introduce a bicameral legislature?,Yes.
John_Adams,Was Adams the first to introduce a bicameral legislature?,yes
John_Adams,Did John Adams get along with Alexander Hamilton?,No.
John_Adams,Did John Adams get along with Alexander Hamilton?,no
John_Adams,Did John Adams go to Harvard? ,yes
John_Adams,Did John Adams go to Harvard? ,Yes
John_Adams,Did John Adams support the Stamp Act of 1765?,No
John_Adams,Did John Adams support the Stamp Act of 1765?,No
John_Adams,Is Adams' birthplace part of a national park?,yes
John_Adams,Is Adams' birthplace part of a national park?,Yes
John_Adams,When did John Adams serve as Vice President?,1789-1797
John_Adams,When did John Adams serve as Vice President?,1789-1797
John_Adams,With what party did Adams run for presidency?,The Federalist Party
John_Adams,With what party did Adams run for presidency?,The Federalist Party
John_Adams,Where is Adams buried?,United First Parish Church
John_Adams,Where is Adams buried?,United First Parish Church
John_Adams,Who were the midnight judges?,"They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired"
John_Adams,Who were the midnight judges?,They were judges formally appointed days before Adams term expired
John_Adams,In what ways was Adams opposed by Anderw Hamilton?,Hamilton wanted to control the army differently than Adams
John_Adams,What information did he record in his diary?,Descriptions of events and ompressions of men
John_Adams,What information did he record in his diary?,He wrote descriptions of events and impressions of men
John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,John Adams
John_Adams,Who represented the Continental Congress in Europe?,John Adams
John_Adams,What is now part of Adams National Historical Park?,John Adams' birthplace
John_Adams,Is it true that adams had spent some time as the ambassador?,yes
John_Adams,Is it true that massachusetts sent him in 1774?,yes
John_Adams,Who did Massachusetts send in 1774?,John Adams
John_Adams,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",yes
John_Adams,"The John Adams Library , housed at the Boston Public Library , contains what?","Adams's personal collection of more than 3,500 volumes"
John_Adams,Adams ' opponents were what?,Democratic Republicans
John_Adams,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?",No.
John_Adams,What happened in 1764?,Adams married Abigail Smith
kangaroo,Is a kangaroo a reptile?,no
kangaroo,Is a kangaroo a reptile?,No
kangaroo,Is a kangaroo on the Australian coat of arms?,yes
kangaroo,Is a kangaroo on the Australian coat of arms?,Yes
kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",yes
kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",Yes
kangaroo,What is a collective noun for kangaroos?,"mob, troop, or court"
kangaroo,What is a collective noun for kangaroos?,"Mob, troop, or court"
kangaroo,Where do joeys complete postnatal development?,marsupium
kangaroo,Where do joeys complete postnatal development?,A pouch called a marsupium
kangaroo,"What do kangaroos use for ""crawl-walking?""",its hind feet
kangaroo,"What do kangaroos use for ""crawl-walking?""",Their hind feet and their tails
kangaroo,Why do kangaroos have a wide bite?,The two sides of the lower jaw are not joined together and the lower incisors are farther apart.
kangaroo,Why do kangaroos have a wide bite?,Because of grazing
kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,bacteria
kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,The digestive system of a kangaroo
kangaroo,Are wild kangaroos shot for meat?,yes
kangaroo,Are wild kangaroos shot for meat?,Yes
kangaroo,Have kangaroos fared well since European settlement?,yes
kangaroo,Have kangaroos fared well since European settlement?,Yes
kangaroo,Do kangaroos have many natural predators?,no
kangaroo,Do kangaroos have many natural predators?,No
kangaroo,What is the average life expectancy of a kangaroo?,4.6 years
kangaroo,What is the average life expectancy of a kangaroo?,about 4.6 years
kangaroo,When did the first official report of kangaroo blindness take place?,1994
kangaroo,When did the first official report of kangaroo blindness take place?,1994
kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars
kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars
kangaroo,Do kangaroos eat plants?,yes
kangaroo,Do kangaroos eat plants?,Yes
kangaroo,What are some extinct predators of the kangaroo?,"Thylacine, Marsupial Lion, Maagalania, and Wonambi"
kangaroo,What are some extinct predators of the kangaroo?,The Thylacine
kangaroo,Is a Kangaroo a Marsupial?,NULL
kangaroo,Is a Kangaroo a Marsupial?,Yes
kangaroo,Is the kangaroo an herbivour?,NULL
kangaroo,Is the kangaroo an herbivour?,Yes
kangaroo,Are Kangaroos Shy?,NULL
kangaroo,Are Kangaroos Shy?,Yes
kangaroo,What method of locomotion do Kangaroos Use?,NULL
kangaroo,What method of locomotion do Kangaroos Use?,hopping
kangaroo,What is the average life expectancy of a kangaroo?,NULL
kangaroo,What is the average life expectancy of a kangaroo?,4 to 6 years
kangaroo,What is a collective noun for a kangaroo?,NULL
kangaroo,What is a collective noun for a kangaroo?,"a mob, troop, or court"
kangaroo,What is a roo?,NULL
kangaroo,What is a roo?,a kangaroo
kangaroo,What is used to protect a vehicale from a Kangaroo?,NULL
kangaroo,What is used to protect a vehicale from a Kangaroo?,roo bars
kangaroo,What method is used by Kangaroos to travel?,NULL
kangaroo,What method is used by Kangaroos to travel?,hopping
kangaroo,Who asked a nearby local what the creatures were called?,Captain James Cook and naturalist Sir Joseph Banks
kangaroo,What are four species that are commonly referred to as kangaroos?,"The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo"
kangaroo,Are kangaroos and wallabies adept swimmers?,yes
kangaroo,Are kangaroos farmed to any extent?,No.
kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,Veterinarians
kangaroo,Different species of kangaroos eat what?,different diets
kangaroo,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,yes
kangaroo,Is a collision with a vehicle capable of killing a kangaroo ?,yes
kangaroo,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,yes
kangaroo,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?",yes
kangaroo,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?",yes
kangaroo,What kinds of changes have larger kangaroos adapted much better to?,Changes wrought to the Australian landscape by humans.
kangaroo,Have larger kangaroos adapted much better to changes?,yes
Koala,What happened in the early 20th century?,The koalas of South Australia were largely exterminated.
Koala,Do Koalas have a slow metabolism?,yes
Koala,Did eucalypt forests grow in the place of rainforests?,"Yes, the koala did not specialise in a diet of eucalyptus until the climate cooled and eucalypt forests grew in the place of rainforests."
Koala,Does the koala fill the same ecological role as the sloth of South America?,The koala fills the same ecological role as the sloth of South America.
Koala,Is the long term viability of the koala therefore threatened by genetic weakness?,The long term viability of the koala is therefore threatened by genetic weakness.
Koala,"Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?",yes
Koala,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,Populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands.
Koala,"Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?","The koalas of South Australia were largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock."
Korean_language,Is Korean the official language of Korea?,Yes
Korean_language,Is Korean the official language of Korea?,Yes
Korean_language,"Is the word ""Korean"" derived from Goryeo?",Yes
Korean_language,"Is the word ""Korean"" derived from Goryeo?",yes
Korean_language,Are all dialects of Korean similar to each other?,Yes
Korean_language,Are all dialects of Korean similar to each other?,Yes
Korean_language,About how many Koreans speakers are there?,78 million
Korean_language,About how many Koreans speakers are there?,78 million Korean speakers
Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people"
Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people"
Korean_language,What is the official language of North Korea?,Korean
Korean_language,What is the official language of North Korea?,Korean
Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category
Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category
Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,modern times
Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,"modern times, 90% of which are from English"
Korean_language,How many Korean speakers are there?,There are about 78 million Korean speakers.
Korean_language,How many Korean speakers are there?,NULL
Korean_language,How many parts of speech does the Korean language contain?,The Korean Language contains nine parts of speech. 
Korean_language,How many parts of speech does the Korean language contain?,NULL
Korean_language,How many verb paradigms are there in Korean?,There are seven verb paradigms or speech levels in Korean.
Korean_language,How many verb paradigms are there in Korean?,NULL
Korean_language,What is the Sino-Korean system of numbers based on?,The Sino-Korean system is nearly entirely based on the Chinese numerals.
Korean_language,What is the Sino-Korean system of numbers based on?,NULL
Korean_language,What is another term for Korean adjectives?,"Adjectives are also known as ""descriptive verbs"" or ""stative verbs""."
Korean_language,What is another term for Korean adjectives?,NULL
Korean_language,Is modern Korean written in columns or rows?,It is written in rows.
Korean_language,Is modern Korean written in columns or rows?,NULL
Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,Sino-Korean makes up 30% of the Korean language.
Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,NULL
Korean_language,Do Chinese and Japanese have spaces between words?,"No, Chinese and Japanese do not have spaces between words."
Korean_language,Do Chinese and Japanese have spaces between words?,NULL
Korean_language,From which languages is Korean descended?,"Korean is descended from Old Korean, Middle Korean and Modern Korean."
Korean_language,From which languages is Korean descended?,NULL
Korean_language,Are there seven verb paradigms or speech levels in Korean?,Yes.
Korean_language,Is Modern Korean written with spaces between words?,Yes.
Korean_language,Are the Korean names for the language based on the names for Korea used in North as well as South Korea?,Yes.
Korean_language,Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?,Yes.
Korean_language,Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?,The dialect spoken in Jeju is in fact classified as a different language by some Korean linguists.
Korean_language,Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?,Yes
Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,Yes
Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,NULL
Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,Yes
Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,NULL
Kuala_Lumpur,What's the population of Kuala lumpur?,1.6 million
Kuala_Lumpur,What's the population of Kuala lumpur?,NULL
Kuala_Lumpur,What language do they speak in Kuala Lumpur?,Bahasa Melayu
Kuala_Lumpur,What language do they speak in Kuala Lumpur?,NULL
Kuala_Lumpur,"What does the name ""Kuala Lumpur"" mean?","muddy confluence, ""muddy estuary,"" and ""muddy city"""
Kuala_Lumpur,"What does the name ""Kuala Lumpur"" mean?",NULL
Kuala_Lumpur,What airports does Kuala Lumpur have?,Kuala Lumpur International Airport and Subang International Airport
Kuala_Lumpur,What airports does Kuala Lumpur have?,NULL
Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,42 months
Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,NULL
Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,1
Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,NULL
Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries
Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,NULL
Kuala_Lumpur,Is it a host city for the Formula One World Championship?,Yes
Kuala_Lumpur,Is it a host city for the Formula One World Championship?,NULL
Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,No
Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,NULL
Kuala_Lumpur,is it home to the parliament of malaysia?,Yes
Kuala_Lumpur,is it home to the parliament of malaysia?,NULL
Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,"February 1, 1974"
Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,NULL
Kuala_Lumpur,What is the city's population?,1.6 million
Kuala_Lumpur,What is the city's population?,NULL
Kuala_Lumpur,What is the official religion in the country?,Islam
Kuala_Lumpur,What is the official religion in the country?,NULL
Kuala_Lumpur,Is there a more industrialized region in malaysia?,No
Kuala_Lumpur,Is there a more industrialized region in malaysia?,NULL
Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",DAP
Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",NULL
Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,KL Grand Prix CSI 5*
Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,NULL
Leonardo_da_Vinci,Wasn't Leonardo da Vinci valued as an engineer?,no
Leonardo_da_Vinci,Wasn't Leonardo da Vinci born on April 15?,"Yes, Leonardo da Vinci was born on April 15."
Leonardo_da_Vinci,Who left Verroccio's studio?,Leonardo da Vinci left Verroccio's studio.
Leonardo_da_Vinci,"When did Baldassare Castiglione, author of Il Cortegiano ( "" The Courtier "" ), write?",1528
Leonardo_da_Vinci,When did he flee to Venice?,In 1499.
Leonardo_da_Vinci,Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?,"Leonardo was a contemporary of Botticelli, Domenico Ghirlandaio and Perugino."
Leonardo_da_Vinci,Is the larger work now almost universally attributed to Leonardo?,"Although previously attributed to Ghirlandaio, the larger work is now almost universally attributed to Leonardo."
Leonardo_da_Vinci,"Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?",Yes
Leonardo_da_Vinci,Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?,Yes.
Leonardo_da_Vinci,"According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote''?",Yes
leopard,Is the leopard smaller than the other members of Panthera?,yes
leopard,Is the leopard smaller than the other members of Panthera?,Yes
leopard,Is a leopard larger and less lanky than a cheetah?,yes
leopard,Is a leopard larger and less lanky than a cheetah?,Yes
leopard,Are large pythons potential prey for leopards?,yes
leopard,Are large pythons potential prey for leopards?,Yes
leopard,What may a leopard be mistaken for?,A cheetah or a jaguar
leopard,What may a leopard be mistaken for?,A cheetah or a jaguar
leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,a pumapard
leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,A pumapard
leopard,Where do leopards often hide their kills?,in dense vegetation
leopard,Where do leopards often hide their kills?,in dense vegetation or in trees
leopard,How did early naturalists distinguish between leopards and panthers?,by the length of their tails
leopard,How did early naturalists distinguish between leopards and panthers?,"By the length of the tail, panthers having longer tails than leopards"
leopard,What are dark leopards known as colloquially?,Black Panthers
leopard,What are dark leopards known as colloquially?,black panthers
leopard,What shape are a leopard's black rosettes in East Africa?,circular
leopard,What shape are a leopard's black rosettes in East Africa?,circular
leopard,Is the leopard an Old World mammal?,yes
leopard,Is the leopard an Old World mammal?,yes
leopard,Is the leopard an Old World mammal?,.
leopard,Is the leopard of the Felidae family?,yes
leopard,Is the leopard of the Felidae family?,yes
leopard,Is the leopard of the Felidae family?,NULL
leopard,Is the leopard one of the four 'big cats'?,yes
leopard,Is the leopard one of the four 'big cats'?,yes
leopard,Is the leopard one of the four 'big cats'?,NULL
leopard,Where is the leopard distributed?,southern Eurasia and Africa
leopard,Where is the leopard distributed?,"southern Eurasia and Africa, from Korea to South Africa and Spain"
leopard,Where is the leopard distributed?,NULL
